0610006L08Rik
4930447N08Rik
4930448D08Rik
4930449A18Rik
4930451E10Rik
4930451G09Rik
4930452B06Rik
4930453H23Rik
4930453N24Rik
4930455D15Rik
4930458A03Rik
4930467D21Rik
4930467E23Rik
4930469K13Rik
4930470G03Rik
4930471C06Rik
4930473A02Rik
4930474H06Rik
4930479D17Rik
4930480K15Rik
4930480K23Rik
4930481A15Rik
4930483J18Rik
4930488L21Rik
4930502E18Rik
4930503B20Rik
4930503L19Rik
4930505A04Rik
4930505M18Rik
4930506C21Rik
4930509J09Rik
4930511M06Rik
4930512B01Rik
4930513D17Rik
4930515L19Rik
4930516K23Rik
4930517O19Rik
4930519F09Rik
4930519F16Rik
4930519L02Rik
4930522L14Rik
4930524B15Rik
4930524B17Rik
4930524J08Rik
4930524O07Rik
4930525G20Rik
4930526L06Rik
4930527B05Rik
4930528J11Rik
4930533B01Rik
4930533K18Rik
4930533P14Rik
4930534D22Rik
4930535I16Rik
4930538E20Rik
4930539J05Rik
4930540M05Rik
4930543E12Rik
4930544I03Rik
4930548K13Rik
4930553P18Rik
4930554C24Rik
4930554G24Rik
4930554H23Rik
4930555B11Rik
4930555F03Rik
4930556G01Rik
4930556J24Rik
4930557F10Rik
4930557K07Rik
4930558K02Rik
4930562F17Rik
4930563E22Rik
4930565D16Rik
4930567K12Rik
4930568A13Rik
4930570G19Rik
4930571N24Rik
4930577N17Rik
4930578C19Rik
4930578G10Rik
4930578M01Rik
4930578M07Rik
4930579F01Rik
4930579G18Rik
4930579K19Rik
4930581F22Rik
4930586N03Rik
4930587E11Rik
4930589O11Rik
4930590L20Rik
4930592C13Rik
4930593A02Rik
4930594M17Rik
4930594M22Rik
4930595D18Rik
4930598N05Rik
4930599N23Rik
4931403E22Rik
4931403G20Rik
4931406B18Rik
4931406C07Rik
4931406P16Rik
4931414P19Rik
4931415C17Rik
4931422A03Rik
4931423N10Rik
4931428F04Rik
4931428L18Rik
4931429P17Rik
4931431B13Rik
4931440J10Rik
4931440P22Rik
4932411K12Rik
4932412D23Rik
4932414N04Rik
4932416K20Rik
4932422M17Rik
4932435O22Rik
4932438A13Rik
4932438H23Rik
4932441J04Rik
4932702P03Rik
4933400C23Rik
4933400F21Rik
4933400L20Rik
4933401H06Rik
4933402D24Rik
4933402J07Rik
4933404K08Rik
4933404O12Rik
4933405E24Rik
4933405L10Rik
4933406C10Rik
4933406F09Rik
4933406I18Rik
4933406J09Rik
4933407K13Rik
4933407L21Rik
4933408B17Rik
4933413J09Rik
4933413L06Rik
4933414I15Rik
4933416E03Rik
4933417A18Rik
4933417C20Rik
4933417E11Rik
4933421O10Rik
4933423P22Rik
4933424G06Rik
4933425M03Rik
4933427D06Rik
4933427D14Rik
4933427G23Rik
4933431E20Rik
4933431K14Rik
4933431K23Rik
4933432K03Rik
4933434E20Rik
4933436I20Rik
4933438A12Rik
4933439C10Rik
5031425E22Rik
5031425F14Rik
5031434O11Rik
5031439G07Rik
5033403H07Rik
5033417F24Rik
5330413P13Rik
5330417C22Rik
5330434G04Rik
5330438D12Rik
5330439A09Rik
5330439K02Rik
5430400D12Rik
5430401F13Rik
5430402E10Rik
5430402O13Rik
5430402P08Rik
5430403G16Rik
5430405H02Rik
5430416N02Rik
5430419D17Rik
5430427M07Rik
5430434I15Rik
5430437J10Rik
5530601H04Rik
5730403I07Rik
5730405O15Rik
5730409E04Rik
5730455P16Rik
5730480H06Rik
5730522E02Rik
5830408C22Rik
5830417I10Rik
5830444B04Rik
5830454E08Rik
5830462I19Rik
5930403N24Rik
5930409G06Rik
5930412G12Rik
5930422O12Rik
5930435M05Rik
6030407O03Rik
6030442K20Rik
6030443J06Rik
6030458C11Rik
6030498E09Rik
6230400D17Rik
6330403K07Rik
6330403L08Rik
6330409D20Rik
6330411D24Rik
6330418K02Rik
6330549D23Rik
6330562C20Rik
6430500D05Rik
6430571L13Rik
6430584L05Rik
6430590A07Rik
6430710C18Rik
6530401F13Rik
6530403H02Rik
6530409C15Rik
6530411M01Rik
6720427I07Rik
6720489N17Rik
6820408C15Rik
6820431F20Rik
7530416G11Rik
7530428D23Rik
8030411F24Rik
8030442B05Rik
8030443G20Rik
8030451A03Rik
8030462N17Rik
8430419K02Rik
8430422M14Rik
8430429K09Rik
9030407P20Rik
9030612E09Rik
9030616G12Rik
9030622O22Rik
9030624G23Rik
9130008F23Rik
9130015G15Rik
9130019O22Rik
9130019P16Rik
9130023H24Rik
9130024F11Rik
9130204K15Rik
9130221H12Rik
9130227L01Rik
9130230L23Rik
9130401M01Rik
9130410C08Rik
9230020A06Rik
9230110F11Rik
9230112E08Rik
9230114K14Rik
9330020H09Rik
9330102E08Rik
9330111N05Rik
9330118I20Rik
9330121J05Rik
9330121K16Rik
9330132A10Rik
9330136K24Rik
9330151L19Rik
9330154J02Rik
9330158H04Rik
9330159F19Rik
9330159M07Rik
9330160F10Rik
9330162012Rik
9330162G02Rik
9330175M20Rik
9330179D12Rik
9330182L06Rik
9330185C12Rik
9330198N18Rik
9430007A20Rik
9430015G10Rik
9430037G07Rik
9430038I01Rik
9430041J12Rik
9430053O09Rik
9430060I03Rik
9430062P05Rik
9430064I24Rik
9430065F17Rik
9430085M18Rik
9430091E24Rik
9530026P05Rik
9530027J09Rik
9530034E10Rik
9530036O11Rik
9530051G07Rik
9530052E02Rik
9530059O14Rik
9530062K07Rik
9530068E07Rik
9530077C05Rik
9530082P21Rik
9630001P10Rik
9630013D21Rik
9630028H03Rik
9830132P13Rik
9830144P21Rik
9930014A18Rik
9930021J03Rik
9930104L06Rik
9930111J21Rik2
a
A030001D20Rik
A130010J15Rik
A1cf
A230001M10Rik
A230004M16Rik
A230005M16Rik
A230006K03Rik
A230020J21Rik
A230050P20Rik
A230056P14Rik
A230057D06Rik
A230059L01Rik
A230072C01Rik
A230072E10Rik
A230077H06Rik
A230083G16Rik
A230087F16Rik
A230103J11Rik
A230108P19Rik
A2m
A2ml1
A330008L17Rik
A330009N23Rik
A330015K06Rik
A330023F24Rik
A330032B11Rik
A330033J07Rik
A330035P11Rik
A330040F15Rik
A330041J22Rik
A330043C09Rik
A330044P14Rik
A330048O09Rik
A330069E16Rik
A330069K06Rik
A330070K13Rik
A330074K22Rik
A330076H08Rik
A330093E20Rik
A330102I10Rik
A430005L14Rik
A430010J10Rik
A430018G15Rik
A430027H14Rik
A430033K04Rik
A430035B10Rik
A430046D13Rik
A430048G15Rik
A430073D23Rik
A430078G23Rik
A430078I02Rik
A430093F15Rik
A430105J06Rik
A430108G06Rik
A530013C23Rik
A530017D24Rik
A530021J07Rik
A530053G22Rik
A530058N18Rik
A530072M11Rik
A530084C06Rik
A630001G21Rik
A630010A05Rik
A630012P03Rik
A630023A22Rik
A630052C17Rik
A630072M18Rik
A630075F10Rik
A630095N17Rik
A730004F24Rik
A730009L09Rik
A730011C13Rik
A730017C20Rik
A730020E08Rik
A730036I17Rik
A730046J19Rik
A730049H05Rik
A730056A06Rik
A730060N03Rik
A730071L15Rik
A730081D07Rik
A730082K24Rik
A730085K08Rik
A730090N16Rik
A830008E24Rik
A830009L08Rik
A830011K09Rik
A830012C17Rik
A830018L16Rik
A830019P07Rik
A830031A19Rik
A830036E02Rik
A830052D11Rik
A830073O21Rik
A830082K12Rik
A930001C03Rik
A930003O13Rik
A930005H10Rik
A930006I01Rik
A930006K02Rik
A930007I19Rik
A930009A15Rik
A930012O16Rik
A930015D03Rik
A930017K11Rik
A930017M01Rik
A930024E05Rik
A930024N18Rik
A930029G22Rik
A930037H05Rik
AA386476
AA414768
AA465934
AA543186
AA545190
AA792892
AA986860
Aaas
Aacs
Aadat
Aaed1
Aagab
Aak1
Aamdc
Aamp
Aar2
Aard
Aars
Aars2
Aasdh
Aasdhppt
Aass
Aatf
Aatk
AB041806
AB124611
Abat
Abca1
Abca12
Abca13
Abca14
Abca16
Abca2
Abca3
Abca4
Abca5
Abca6
Abca7
Abca8a
Abca8b
Abca9
Abcb10
Abcb11
Abcb1a
Abcb1b
Abcb4
Abcb5
Abcb6
Abcb7
Abcb8
Abcb9
Abcc1
Abcc10
Abcc12
Abcc3
Abcc4
Abcc5
Abcc6
Abcc8
Abcc9
Abcd1
Abcd2
Abcd3
Abcd4
Abce1
Abcf1
Abcf2
Abcf3
Abcg1
Abcg2
Abcg3
Abcg4
Abhd1
Abhd10
Abhd11
Abhd11os
Abhd12
Abhd13
Abhd14a
Abhd14b
Abhd15
Abhd16a
Abhd17a
Abhd17b
Abhd17c
Abhd18
Abhd2
Abhd3
Abhd4
Abhd5
Abhd6
Abhd8
Abi1
Abi2
Abi3
Abi3bp
Abl1
Abl2
Ablim1
Ablim2
Ablim3
Abo
Abr
Abracl
Abraxas1
Abraxas2
Abt1
Abtb1
Abtb2
AC119987.1
AC174780.1
Acaa1a
Acaa2
Acaca
Acacb
Acad10
Acad12
Acad8
Acad9
Acadl
Acadm
Acads
Acadsb
Acadvl
Acan
Acap1
Acap2
Acap3
Acat1
Acat2
Acat3
Acbd3
Acbd4
Acbd5
Acbd6
Accs
Acd
Acer1
Acer3
Ache
Acin1
Ackr1
Ackr2
Ackr3
Acly
Acmsd
Acnat1
Aco1
Aco2
Acot1
Acot10
Acot11
Acot12
Acot13
Acot2
Acot6
Acot7
Acot8
Acot9
Acox1
Acox3
Acp1
Acp2
Acp4
Acp5
Acp6
Acpp
Acr
Acrbp
Acsbg1
Acsbg2
Acsf2
Acsl1
Acsl3
Acsl4
Acsl5
Acsl6
Acsm1
Acsm2
Acsm3
Acsm4
Acsm5
Acss1
Acss2
Acss3
Acta1
Acta2
Actb
Actg-ps1
Actg1
Actg2
Actl6a
Actl6b
Actn1
Actn2
Actn4
Actr10
Actr1a
Actr1b
Actr2
Actr3
Actr3b
Actr5
Actr6
Actr8
Acvr1
Acvr1b
Acvr1c
Acvr2a
Acvr2b
Acvrl1
Acy1
Acy3
Acyp1
Acyp2
Adad1
Adal
Adam10
Adam11
Adam12
Adam15
Adam17
Adam18
Adam19
Adam1a
Adam2
Adam21
Adam22
Adam23
Adam26b
Adam32
Adam33
Adam34
Adam5
Adam8
Adam9
Adamts1
Adamts10
Adamts12
Adamts13
Adamts14
Adamts15
Adamts16
Adamts17
Adamts18
Adamts19
Adamts2
Adamts20
Adamts3
Adamts4
Adamts5
Adamts6
Adamts7
Adamts8
Adamts9
Adamtsl1
Adamtsl2
Adamtsl3
Adamtsl4
Adap1
Adap2
Adar
Adarb1
Adarb2
Adat1
Adat2
Adck1
Adck5
Adcy1
Adcy10
Adcy2
Adcy3
Adcy4
Adcy5
Adcy6
Adcy8
Adcy9
Adcyap1
Adcyap1r1
Add1
Add2
Add3
Adgb
Adgra1
Adgra2
Adgra3
Adgrb1
Adgrb2
Adgrb3
Adgrd1
Adgre1
Adgre4
Adgre5
Adgrf2
Adgrf4
Adgrf5
Adgrg1
Adgrg2
Adgrg3
Adgrg4
Adgrg6
Adgrl1
Adgrl2
Adgrl3
Adgrl4
Adgrv1
Adh1
Adh4
Adh5
Adhfe1
Adi1
Adig
Adipor1
Adipor2
Adk
Adnp2
Ado
Adora1
Adora2a
Adora2b
Adpgk
Adprh
Adprhl2
Adprm
Adra1a
Adra1b
Adra1d
Adra2a
Adra2c
Adrb1
Adrm1
Adsl
Adss
Adssl1
Aebp1
Aebp2
Aen
Aes
AF529169
Afap1
Afap1l1
Afap1l2
Afdn
Aff1
Aff2
Aff3
Aff4
Afg1l
Afg3l2
Afm
Aftph
Aga
Agap1
Agap2
Agap3
Agbl1
Agbl2
Agbl3
Agbl4
Agbl5
Ager
Agfg1
Agfg2
Aggf1
Agk
Agl
Agmat
Agmo
Ago1
Ago2
Ago3
Ago4
Agpat1
Agpat3
Agpat4
Agpat5
Agps
Agr2
Agr3
Agrn
Agrp
Agt
Agtpbp1
Agtr1a
Agtr1b
Agtrap
Agxt2
Ahctf1
Ahcy
Ahcyl1
Ahcyl2
Ahdc1
Ahi1
Ahnak
Ahnak2
Ahr
Ahrr
Ahsa1
Ahsa2
AI413582
AI429214
AI464131
AI481877
AI504432
AI593442
AI597479
AI606181
AI661453
AI837181
AI847159
AI849053
AI854703
AI987944
Aida
Aif1
Aif1l
Aifm1
Aifm2
Aifm3
Aig1
Aim2
Aimp1
Aimp2
Aip
Airn
Ajap1
Ajm1
Ajuba
Ak1
AK157302
Ak2
Ak3
Ak3l2-ps
Ak4
Ak5
Ak6
Ak7
Ak8
Ak9
Akain1
Akap1
Akap10
Akap11
Akap12
Akap13
Akap17b
Akap5
Akap6
Akap7
Akap8
Akap8l
Akap9
Akip1
Akirin1
Akirin2
Akna
Aknad1
Akr1a1
Akr1b10
Akr1b3
Akr1c12
Akr1c14
Akr1c18
Akr1c19
Akr1c6
Akr1e1
Akr7a5
Akt1
Akt1s1
Akt2
Akt2-ps
Akt3
Aktip
Alad
Alas1
Alas2
Alcam
Aldh16a1
Aldh18a1
Aldh1a1
Aldh1a2
Aldh1a3
Aldh1b1
Aldh1l1
Aldh1l2
Aldh2
Aldh3a2
Aldh3b1
Aldh5a1
Aldh6a1
Aldh7a1
Aldh9a1
Aldoa
Aldoart1
Aldob
Aldoc
Alg1
Alg10b
Alg11
Alg12
Alg13
Alg14
Alg2
Alg3
Alg5
Alg6
Alg8
Alg9
Alk
Alkal1
Alkbh1
Alkbh3
Alkbh4
Alkbh5
Alkbh6
Alkbh7
Alkbh8
Alms1
Alms1-ps1
Alms1-ps2
Alox12
Alox5ap
Alpk1
Alpk2
Alpk3
Alpl
Als2
Als2cr12
Alx1
Alx3
Alx4
Alyref
Alyref2
Amacr
Ambra1
Amd-ps1
Amd-ps3
Amd-ps4
Amd1
Amd2
Amdhd2
Amer1
Amer2
Amer3
Amfr
Amhr2
Amigo1
Amigo2
Ammecr1
Ammecr1l
Amn
Amn1
Amot
Amotl1
Amotl2
Ampd2
Ampd3
Amph
Amt
Amy1
Amy2a5
Amz1
Amz2
Anapc1
Anapc10
Anapc11
Anapc13
Anapc15
Anapc16
Anapc2
Anapc4
Anapc5
Anapc7
Angel1
Angel2
Angpt1
Angpt2
Angptl2
Angptl3
Angptl4
Angptl6
Angptl8
Ank
Ank1
Ank2
Ank3
Ankar
Ankdd1a
Ankdd1b
Ankef1
Ankfn1
Ankfy1
Ankhd1
Ankib1
Ankle2
Ankmy1
Ankmy2
Ankra2
Ankrd10
Ankrd11
Ankrd12
Ankrd13a
Ankrd13b
Ankrd13c
Ankrd13d
Ankrd16
Ankrd17
Ankrd2
Ankrd24
Ankrd26
Ankrd27
Ankrd28
Ankrd29
Ankrd31
Ankrd33
Ankrd33b
Ankrd34a
Ankrd34b
Ankrd34c
Ankrd35
Ankrd36
Ankrd37
Ankrd39
Ankrd40
Ankrd42
Ankrd44
Ankrd45
Ankrd46
Ankrd49
Ankrd50
Ankrd52
Ankrd54
Ankrd55
Ankrd6
Ankrd63
Ankrd7
Ankrd9
Anks1
Anks1b
Anks3
Anks6
Ankub1
Ankzf1
Anln
Ano1
Ano10
Ano2
Ano3
Ano4
Ano5
Ano6
Ano8
Anp32a
Anp32b
Anp32b-ps1
Anp32e
Antxr1
Antxr2
Anxa10
Anxa11
Anxa11os
Anxa2
Anxa3
Anxa4
Anxa5
Anxa6
Anxa7
Anxa9
Aoah
Aoc2
Aox1
Aox2
Aox3
Aox4
Ap1ar
Ap1b1
Ap1g1
Ap1g2
Ap1m1
Ap1s1
Ap1s2
Ap1s3
Ap2a1
Ap2a2
Ap2b1
Ap2m1
Ap2s1
Ap3b1
Ap3b2
Ap3d1
Ap3m1
Ap3m1-ps
Ap3m2
Ap3s1
Ap3s1-ps1
Ap3s1-ps2
Ap3s2
Ap4e1
Ap4m1
Ap4s1
Ap5b1
Ap5m1
Ap5s1
Ap5z1
Apaf1
Apba1
Apba2
Apba3
Apbb1
Apbb1ip
Apbb2
Apc
Apc2
Apcdd1
Apeh
Apex1
Apex2
Aph1a
Aph1b
Aph1c
Api5
Apip
Aplf
Apln
Aplp1
Aplp2
Apmap
Apoa1
Apobec1
Apobec3
Apoc1
Apod
Apoe
Apof
Apoh
Apol10b
Apol7b
Apol8
Apold1
Apoo
Apoo-ps
Apool
Apopt1
App
Appbp2
Appl1
Appl2
Aprt
Aptx
Aqp1
Aqp11
Aqp4
Aqp9
Aqr
Ar
Araf
Arap1
Arap2
Arap3
Arc
Arcn1
Arel1
Arf1
Arf2
Arf3
Arf4
Arf5
Arf6
Arfgap1
Arfgap2
Arfgap3
Arfgef1
Arfgef2
Arfgef3
Arfip1
Arfip2
Arfrp1
Arg2
Arglu1
Arhgap1
Arhgap10
Arhgap11a
Arhgap12
Arhgap15
Arhgap17
Arhgap18
Arhgap20
Arhgap20os
Arhgap21
Arhgap22
Arhgap23
Arhgap24
Arhgap25
Arhgap26
Arhgap27
Arhgap27os2
Arhgap28
Arhgap29
Arhgap30
Arhgap31
Arhgap32
Arhgap33
Arhgap35
Arhgap39
Arhgap4
Arhgap42
Arhgap44
Arhgap45
Arhgap5
Arhgap6
Arhgdia
Arhgdib
Arhgdig
Arhgef1
Arhgef10
Arhgef10l
Arhgef11
Arhgef12
Arhgef15
Arhgef16
Arhgef17
Arhgef18
Arhgef19
Arhgef2
Arhgef25
Arhgef26
Arhgef28
Arhgef3
Arhgef33
Arhgef37
Arhgef38
Arhgef4
Arhgef40
Arhgef5
Arhgef6
Arhgef7
Arhgef9
Arid1a
Arid1b
Arid2
Arid3a
Arid3b
Arid4a
Arid4b
Arid5a
Arid5b
Arih1
Arih2
Arl1
Arl10
Arl13b
Arl14ep
Arl15
Arl16
Arl2
Arl2bp
Arl3
Arl4a
Arl4aos
Arl4c
Arl4d
Arl5a
Arl5b
Arl5c
Arl6
Arl6ip1
Arl6ip4
Arl6ip5
Arl6ip6
Arl8a
Arl8b
Armc1
Armc10
Armc2
Armc3
Armc4
Armc5
Armc6
Armc7
Armc8
Armc9
Armcx1
Armcx2
Armcx3
Armcx4
Armh1
Armh3
Armh4
Armt1
Arnt
Arnt2
Arntl
Arntl2
Arpc1a
Arpc1b
Arpc2
Arpc3
Arpc4
Arpc5
Arpc5l
Arpin
Arpp19
Arpp21
Arr3
Arrb1
Arrb2
Arrdc1
Arrdc2
Arrdc3
Arrdc4
Arsa
Arsb
Arsg
Arsj
Arsk
Art3
Artn
Arv1
Arvcf
Arx
Arxes1
Arxes2
As3mt
Asah1
Asah2
Asap1
Asap2
Asap3
Asb1
Asb11
Asb12
Asb13
Asb14
Asb15
Asb16
Asb18
Asb2
Asb3
Asb4
Asb5
Asb6
Asb7
Asb8
Ascc1
Ascc2
Ascc3
Ascl1
Ascl4
Asf1a
Asgr1
Asgr2
Ash1l
Ash2l
Asic1
Asic2
Asic3
Asic4
Asic5
Asl
Asna1
Asns
Aspa
Aspdh
Aspg
Asph
Asphd1
Asphd2
Aspn
Aspscr1
Asrgl1
Ass1
Aste1
Astn1
Astn2
Asxl1
Asxl2
Asxl3
Atad1
Atad2
Atad2b
Atad3a
Atad5
Atat1
Atcay
Atcayos
Atf1
Atf1-ps
Atf2
Atf3
Atf4
Atf5
Atf6
Atf6b
Atf7ip
Atf7ip2
Atg10
Atg101
Atg12
Atg13
Atg14
Atg16l1
Atg16l2
Atg2a
Atg2b
Atg3
Atg4a
Atg4a-ps
Atg4b
Atg4c
Atg4d
Atg5
Atg7
Atg9a
Atg9b
Atic
Atl1
Atl2
Atl3
Atm
Atmin
Atoh8
Atox1
Atp10a
Atp10b
Atp10d
Atp11a
Atp11b
Atp11c
Atp13a1
Atp13a2
Atp13a3
Atp13a4
Atp13a5
Atp1a1
Atp1a2
Atp1a3
Atp1b1
Atp1b2
Atp1b3
Atp23
Atp2a1
Atp2a2
Atp2a3
Atp2b1
Atp2b2
Atp2b3
Atp2b4
Atp2c1
Atp5a1
Atp5b
Atp5c1
Atp5d
Atp5e
Atp5f1
Atp5g1
Atp5g2
Atp5g3
Atp5h
Atp5j
Atp5j2
Atp5k
Atp5k-ps2
Atp5l
Atp5l-ps1
Atp5l-ps2
Atp5l2-ps
Atp5mpl
Atp5o
Atp5s
Atp6ap1
Atp6ap1l
Atp6ap2
